page,headword_khowar,transliteration,part_of_speech,english_gloss,example_no,example_khowar,example_english,
49,ژیرَغیئک,žirγéik,vi,"to cry loudly, shriek, scream",1,چَموٹ پولوئیکو ڈق ژیرغیتاے۔,When his finger was burned the boy shrieked.,
49,ژیریئک,žiréik,vt,"to tolerate, bear, suffer; to be patient",1,ژیریئکو زار۔ نو ژیریئکو ݱار۔,To be patient yields gold; not to be patient yields poison.,
49,ژینگوغ,žingóγ,n,scorpion,1,ژینگوغو پوشی چیغ اریر۔,He/she saw the scorpion and shrieked,
49,ژیری,žéri,n,"festivities, celebration, feast",1,ژیری ژُوتی ہاتام۔,I came after eating at a celebratory feast.,
50,ژیل,žil,n,blanket,1,ژیل پھُوک بیراے۔,The blanket turned out to be small.,
50,ژین,žen,n,"charpai, cot",1,ژین ڈٹ بیراے۔ اوریئکو نو بیتام۔,The charpai was loose; I couldn't sleep.,
50,ݱار,ẓar,n,poison; (2) adj quick,1,ݱار دیتی رینیو مارتانی۔,They gave the dog poison and killed it.,
50,ݱار,ẓar,n,poison; (2) adj quick,2,ݱار بوس۔,Hurry up! Be quick!,
50,ݱَق,ẓaq,adj,"thick, viscous (of liquids)",1,جم ݱَق څاے کورے۔,Make nice thick tea.,
50,ݱَنگ,ẓang,adj,high,1,ݱَنگ نِسیکو مہ ژانہ غیری ہاے۔,"On climbing high, I felt dizzy.",
50,ݱوت,ẓot,adv,"1) early in the morning, (2) some time ago, (3) already, (4) adj previous",1,چھُوچی ݱوت  روپھیلیک۔,One should get up very early in the morning.,
50,ݱوت,ẓot,adv,"1) early in the morning, (2) some time ago, (3) already, (4) adj previous",2,ݱوت زمانا ݯھیترار اکلاݰان حُکومت اوشو۔,"In previous times, the Kalash ruled in Chitral.",
50,ݱوغ,ẓoóγ,adj,"thin (humans, animals)",1,ݱوغ کیڑیو کُتیرار کیہ شنگ۔,A thin sheep doesn't fear the knife.,
50,ݱوغ,ẓoóγ,adj,"thin (humans, animals)",2,بوسون بیکو کیڑی ݱوغ بونی۔,When spring comes sheep are thin.,
50,ݱونگ,ẓong,adj,"tallish, longish, conical",1,ݱونگ زومالہ کوڑُو اسُور۔,There is a partridge on the conical hill.,
50,ݱََؤونگ,ẓoóng,adj,"leaning over, with neck stretched out",1,ݱوؤَنگ بیتی لوڑے پَشیس۔,Lean over and look; you will see it.,
50,ݱیقھیئک,ẓiqhéik,vi,to creak,1,دواہت ݱیقھیران۔,The door is creaking.,
51,ݱینگیئک,ẓingéik,vt,to pull,1,ہیت ݱینگیئکو نو بیتانی۔,They were not able to pull it.,
51,سادہ,sadá,adj,"simple, innocent",1,قَدیمو روے بو سادہ بیرانی۔ُ,People in the old days were very simple.,
51,ساوُز,saʋz,adj; n,"blue or green; in good order, fixed, working; a quick tune or rhythm",1,ساوز شُوتُر مہ سوم نیکی۔,I don't have any blue thread.,
51,ساوُز,saʋz,adj; n,"blue or green; in good order, fixed, working; a quick tune or rhythm",2,ہےڈق ساوزہ پھونیکہ جم۔,That boy is good at dancing to quick tunes.,
51,ساوَسان,saʋsán,n,iris,1,ساوسان بوہَردی ݯوکونو گَمبوری۔,The iris is a very attractive flower.,
51,سایورج,sayúrj,n,falcon,1,سایورج کوڑو دوسیکو بوے۔,A falcon can catch partridges.,
51,ستھار,sithár,n,Chitrali sitar (different from sitar of plains),1,سِتھارو سِم قیمتب یتی شیسنی۔,Sitar wires have become expensive.,
51,سخ,sux,adj,pointed,1,سُخ بوہت مہ پونگتو اِشٹوغ ہوے۔,A pointed rock pierced my foot.,
51,شخ,six,n,"pointed piece of metal, skewer",1,سِپاہی سَمانان سِخ دیتی لوڑیتاے۔,The soldier looked at the cargo by piercing it with a pointed piece of metal.,
51,سخت,saxt,adj; n,"1) severe, intense, adv very much; (2) loom",1,ہے ڈق سخت ݰئیلی ݰابوک بیتی اسور۔,That boy makes a very handsome bridegroom.,
51,سخت,saxt,adj; n,"1) severe, intense, adv very much; (2) loom",2,شُوؤ سخت تو بِنیلیک۔,The bolt of homespun cloth should be woven on a loom.,
51,سخی,saxí,adj,generous,1,سخی روئے سَفو خوش بوے۔,Everyone likes a generous person.,
51,سروز,sarúz,n,juniper,1,سَرُوز دار ݰاو پُولی نو بوے۔,Juniper wood doesn't decay quickly.,
51,سسیری,sasíri,adj,bareheaded,1,سَسیری بیتی یوری مو کوسے۔,Don't walk bareheaded in the sun.,
52,سف,saf,adj,all,1,ہَنٔون سف انسان غمژٔونی بیتی اسونی۔,Today all human beings are grieved.,
52,سگون,sugún,n,fenugreek (methi),1,سُگُون شخ پھُوک تروق بوے۔,Cooked fenugreek is slightly bitter.,
52,سملت,samlát,n,mustache(s),1,ہے ڈَقو سملت گیتی شینی۔,That boy's mustaches have appeared.,
52,سمندار,samandár,n,ocean; large body of water,1,دَریا ایتو دیتی سمندار غیرونیان۔,The rivers are coming together and becoming a sea.,
52,سنُجوَر,sinjúr,n,jujube,1,سِنجور اِسپرُوؤ ساری دُوستو ووری وور بیراے اے۔,"O, the sweet scent of the beloved is even more fragrant than the scent of sinjur blossoms.",
52,سنگوی,sangaví,n,otter,1,سَنگَوی سینو موژو ہَل وے۔,Otters live in the river.,
52,سوت,sot,adj,seven,1,سوت بس ہوے۔ اِی سَبر بَݰیران تان۔,It's been seven days; it has been raining continuously.,
52,سور,sor,n,"1) head, (2) ear (of grain)",1,ہیس مہ سورو ݯھَمیتاےس۔,It gave me a headache.,
52,سور,sor,n,"1) head, (2) ear (of grain)",2,غریب روے سور څوپی داپھینیان۔,Poor people are picking up ears of grain and pounding them.,
52,سورار,sorár,n,1) cream; (2) adv from above,1,ݯھیرو سوری سورار نو شیراے۔,There isn’t any cream on the milk.,
52,سورم,sórum,n,gold,1,ݯھیترارا سورُم بو شیر۔,There is a lot of gold in Chitral.,
52,سوروغ,soroóγ,n,water rationing turn (part of complex traditional water rationing and allottment system),1,سوروغو نسی نیزیتام۔,I completely utilized my turn for water.,
52,سومیئک,soméik,vt,"to decorate, adorn, dress up",1,کُومورو بو ݰئیلی سومیئی اسسور۔,The girl has been beautifully dressed up.,
53,سوئیک,suík,vt,"to sew, stitch",1,ہیس زپ سوئیک ݯیݯھُوران۔,He/she is learning how to stitch clothes.,
53,سوئی,soí,n,soot,1,کھُوشون بیکین ختان سوئی ݯوکی شیر۔,Because of smoke the room is sooty.,
53,سہشنبہ,sešambéh,n,Tuesday,1,پینگاہ سہشنبہ بوے۔,The day after tomorrow will be Tuesday.,
53,سیر,ser,n,bridge,1,چھاونیؤ سیرا ٹرک پھار نسسیران۔,A truck is crossing to the other side of the Cantonment Bridge.,
53,سیرجو,širjú,n,lentils,1,سیرجو پختی بوزوالو اِشناری۔,Boiled lentils are a very tasty thing.,
53,سیرجو,širjú,n,lentils,2,سیرجو بوسُنو وختہ کِݰیلیک۔,Lentils should be sown in the spring.,
53,سیرجو,širjú,n,lentils,3,سیرجو سرحَد ژغا جم بوے۔,Lentils grow well in the high mountain areas.,
53,سیری,síri,n,barley,1,سیری کَندُوریہ سیر؟,How much does barley cost per seer?,
53,سیریک,serík,vt,"to haul, to carry from one place to another continuously",1,پِلیلی پھولوک سیرینیان۔,The ants are busy carrying grains.,
53,سین,sin,n,river,1,سین گرِݰپو بیکو بو زیاد بویان۔,The river rises when summer comes.,
53,شاپیر,šapír,n,wolf,1,شاپیر کیڑیٔو ژُوتی بوغدُو۔,A wolf ate the sheep and went away.,
53,شال,šal,n,"cattle house, room for cattle",1,گُوجورو شال دُودیری شیر۔,The Gujur's cattle house is far away.,
53,شام,šam,n,"evening, dusk (i.e. when the sun's direct rays are no longer visible)",1,شامو ݰَپیکوتے بوؤَت رینی۔,The evening meal is called boót.,
53,شان,šan,n,courtyard,1,شانہ نِشیسیا دُوری نِشیسی؟,Shall we sit in the courtyard or in the house?,
54,شت,šut,adj,sour; n sour substance remaining after buttermilk is dehydrated,1,ہَنیسے دروݯ شُت شینی۔,Now the grapes are sour.,
54,شخ,šax,n,vegetable (cooked or raw),1,سوُگون بو مَنشور شخ۔,Methi is a very well-known vegetable.,
54,شخَیئک,šaxéik,vt,"to pound (a wet, soft thing)",1,لینو شَخیئی کُچھایہ دیکو ویزی کوے۔,"If one pounds hollyhock and puts it on a boil, it cures it.",
54,شڈال,šaḍál,adj,"unfinished; e.g. uncut (stone), not completely ripe (crop)",1,ہیس شَڈال کھانجو مِسری۔,He is a mason who makes uncut stone walls.,
54,شڈال,šaḍál,adj,"unfinished; e.g. uncut (stone), not completely ripe (crop)",2,ہیہ سال اُݰاکیئین شَلی شَڈال بغاے۔,This year because of cold weather the rice remained unripe.,
54,شرَاڑ,šaráɫ,adj,"stale, not fresh",1,شَراڑ پَختی ݯھَمیر۔,Stale rice causes a stomach ache.,
54,شران,šarán,n,alternate form for,1,شرانہ ݯھیرو غوݯھار سورا پھوردُو۔,In the courtyard there is a foaming waterfall; above there are trees.,
54,شربڑانگ,šarbaɫáng,n,"species of mynah, which has beautiful head feathers",1,شَربڑانگ بو ݰئیلی چوڑیر۔,The mynah sings beautifully.,
54,شرو,šáru,adj,cool; n coolness,1,اَنوازو شَرو گان بو مزا اریر۔,The cool morning breeze was very pleasant.,
54,شرہ,šará,n,"markhor, deer",1,شرہ ݱَنگ زومہ ہال بوے۔,Markhor live in high mountains.,
54,شریکی,šaréki,n,starling,1,شَریکی بو گور بوے۔,Starlings are very alert.,
54,شغور,šuγúr,n,sand,1,شُغُور کہ الانی پَلَستیر شُرُوغ کونی۔,When they bring sand they will start to plaster.,
54,شکھور,šukhúr,n,umbrella,1,بوݰیکو شُکھُور دارین بوے۔,When it rains an umbrella is used.,
55,شلاک,šalák,n,grasshopper,1,شلاک څروٹھیران۔,The grasshopper is jumping.,
55,شلاک,šalák,n,grasshopper,2,شِلوغ دیاوا مہ اورارُو ہاے۔,"While I was telling a story, I felt sleepy.",
55,شلی,šalí,n,"paddy, rice in field",1,سرحدین شَلی نو بوے۔,Rice doesn't grow in the high mountainous regions.,
55,شمَان,šimán,n,drawstring,1,پھروالی شِمان ناوے۔,Put a drawstring in the shalwar.,
55,شنبَہ,šambéh,n,Saturday,1,ہنُون شنبہ ساعت شیر۔,Today is Saturday.,
55,شنگور,šangúr,n,intestines,1,استورو شَنگُور درُونگ بوے۔,The intestines of a horse are long.,
55,شنگور,šangúr,n,intestines,2,شُو تیار بیتی شیر۔ بہتینی نُما۔,The handspun cloth is ready - they haven't yet kneaded it with their feet.,
55,شنگور,šangúr,n,intestines,3,سُو میوان ژیِبویان۔,The porcupine is eating fruit.,
55,شوبیناک,šubinák,n,spider,1,شُوبیناک اِسپرازگہ ماڑ دیتی اسور۔,A spider has made a web in the ceiling.,
55,شوپینگاہ,šupingáh,n,the third day after today,1,شُوپینگاہ مہ اِمتِحان شیر۔,I have an examination three days from now.,
55,شوت,šot,n,oath,1,شوت چَوئیک جم نو۔,It is not good to swear oaths.,
55,شوخڅیک,šoxtsík,vi,"to pass, to pass away (i.e. die)",1,لِہاز شوخڅیرُو بیراے۔,The patient has died.,
55,شوتر,šútur,n,thread,1,شُوترو شُونجی پِتین کورے۔,Put the thread in the needle.,
55,شور,šor,adj,a hundred,1,شور روپیہ مہ ضرورت بونیان۔,I need a hundred rupees.,
56,شورو,šoró,n,autumn,1,اگیستار اچی شورو باو گوے۔,"After August, autumn gradually comes.",
56,شورو,šoró,n,autumn,2,شورو کہ ہوے اݰاکی تیزیر۔َ,When it has become autumn the cold increases.,
56,شریئک,šuréik,vt,"to instigate, incite, egg on",1,شُراوے مو۔ روے ایِغو دونی۔,Don't incite the people; they will fight with each other.,
56,شوڑ,šoɫ,n,reed,1,شوڑ قلم خوشخط نِویشیران۔,The reed pen is writing beautifully.,
56,شوقہ,šoqá,n,Chitrali robe of handspun woolen cloth,1,شوقہ ݯھیترارو قومی انجارُم۔,The shoqa is a Chitrali national dress.,
56,شوکھور,šokhór,n,sugar,1,شوکھور قیمَت بیتی شیر۔,Sugar has become expensive.,
56,شوم,šom,n,"lowest part of a traditional Chitrali house, nearest to the door",1,شومو دار دونی۔,Keep wood in the lowest part of the house.,
56,شوم,šum,adj,bad,1,شوم ژاووتے کیہ یراغ۔,A bad son is not worthy to have a weapon.,
56,شوَمکھیکشوَنکَھیک,šunkhík,vt,"to smell, sniff",1,شُونکھیکوت څت دی نو پراے۔,He/she didn't give me enough even to sniff.,
56,شوَمکھیکشوَنکَھیک,šunkhík,vt,"to smell, sniff",2,گَمبوری شونکھی اِشتروخیتام۔,"Sniffing the flower, I sneezed.",
56,شومیک,šumík,vi,"to hesitate, worry about",1,اِمتِحانو موڑار اوا شُومیمان۔,I am worried about the examination.,
56,شن,šun,n,lips,1,تہ شنہ اوغ پیݯ نو بویان۔,Water doesn't stay warm on your lips.,
56,شونج,šunj,n,"needle (for sewing, hand of timepiece)",1,شُونج ہرکوس حَجاتہ گوے۔,Everyone needs a needle.,
56,شیپیک,šepík,vt,to clean by pushing aside; to shovel/scrape (snow),1,روے ای بیتی ژوے شیپینیان۔,The people are cleaning the water channel together.,
57,شیتو,šétu,n,buttermilk,1,شیتُو پیکو مہ اورارُو ہاے۔,On drinking buttermilk I felt sleepy.,
57,ݰا,ṣa,adj,"1) black; (2) tired of, sick of",1,کاغو رنک ݰا بوے۔,Crows are black.,
57,ݰا,ṣa,adj,"1) black; (2) tired of, sick of",2,تہ سار ݰا ہوتام۔,I’m tired of you.,
57,ݰابوک,ṣaboók,n,"bride, bridegroom",1,ݰابوکو چھوچی انگونیان۔,They are bringing the bride tomorrow.,
57,ݰابوک,ṣaboók,n,"bride, bridegroom",2,ہے ڈق سخُت ݰئیلی ݰابوک بیتی اسور۔,That boy is wearing very beautiful wedding clothes.,
57,ݰاخر,ṣáxur,n,ray (of light),1,یورو ݰاخُر موخینی توری شیر۔,The rays of the sun have reached the veranda.,
57,ݰادر,ṣádar,n,"servant, retainer (especially of Mehtar of Chitral)",1,مہ تت مِتارو ݰادر اوشوے۔,My father was a retainer of the Mehtar of Chitral.,
57,ݰاو,ṣaʋ,adv,quickly,1,ݰاؤ مہ پوشے۔,Meet with me soon.,
57,ݰأوک,ṣaúk,n,"1) slipknot, (2) stitch (in knitting)",1,ݰاؤُک لینو بِچھیریک اسقان۔,It is easy to untie a slipknot.,
57,ݰأوک,ṣaúk,n,"1) slipknot, (2) stitch (in knitting)",2,پھوُکو ژَراپو جُو بیشیر ݰاؤُک بونی۔,There are 40 stitches in a child's sock.,
57,ݰایوز,ṣáyoz,n,"glacier (clean ice, not containing rocks or soil)",1,ݰایوز یُو غیریتاے۔,The glacier fell down.,
57,ݰبڑوکی,ṣabɫúki,n,"clover, shamrock",1,ݰَبڑوکیو گاز بو ݰئیلی بیتی شیر۔,The clover field has become very beautiful.,
57,ݰپیک,ṣapík,n,"bread, food, meal",1,ݰَپیک تیار بیتی شیر۔,The food is ready.,
57,ݰپیک,ṣapík,n,"bread, food, meal",2,مہ ژُوؤر ݰَپیک کوریک بوے۔,My daughter is able to make bread.,
58,ݰت,ṣit,n,target,1,مہ تھوئیک ݰِتی نو توریتاے۔,I didn't hit the target with my rifle.,
58,ݰݯ,ṣic̣,adj,"clean, clear, transparent (water)",1,ݰِݯ اُوغ زَپو جم صفا کوے۔,Clear water cleans clothes well.,
58,ݰڑمو,ṣaɫmú,n,turnip,1,ݰَڑمو سَفان سار ارزان شَخ۔,Turnips are the cheapest vegetable.,
58,ݰمَاغ,ṣamáγ,n,veil (of burqa),1,کُومورُو مُخو ݰَماغ درا اسور۔,The girl has covered her face with a veil.,
58,ݰمݰوَےُ,ṣamṣóy,n,action of cleaning rice by washing in water several times to remove small rocks and sediment,1,گرینجو ݰمݰوے کوریکو بوہت اچی نسانی۔,"When the rice is washed in water, the stones remain behind.",
58,ݰو,ṣu,adj,"crooked, misaligned",1,مِسری مہ خَتانو ݰُو کوری اسور۔,The mason has made my room crooked.,
58,ݰو,ṣu,adj,"crooked, misaligned",2,ہیہ چلائیغار ݰُو بیراے۔,This cloth is crooked.,
58,ݰودُیک,ṣo dík,vt,to search (as in a raid),1,ݰو دیتی تھُوئیکو نیتانی۔,They searched and found the rifle.,
58,ݰواے,ṣawáy,n,type of bead,1,څیڅیقان گوڑی ݰَواے نو نیزیلیک۔,One should not put beads on children's necks.,
58,ݰواے,ṣawáy,n,type of bead,2,کُومورو ݰَوائے بوتی اسور۔,The girl is wearing beads.,
58,ݰوتار,ṣotár,n,stony ground in dry river bed,1,ݰوتاری کھیوتے کَسیسان؟,Why are you walking around in the dry river bed?,
58,ݰوݯک,ṣuc̣k,n,"special clay or silt used for coating slates for writing, also as clay ink",1,څیڅیق ݰوݯکوغو سورا نِویشینیان۔,The children are writing with clay dissolved in water.,
58,ݰوخ,ṣox,adj,miserly,1,تُو سخت ݰوخ موش۔,You are a very miserly man.,
58,ݰور,ṣor,adj,"salty, very salty, too salty",1,ځاہو ترُوپ ݰور بیتی شیر۔,There is too much salt in the food.,
59,ݰوربہ,ṣorbá,n,"gravy, liquid part of cooked dish, broth",1,اوا ݰوربہ ٹھُوریمان۔,I am sipping broth.,
59,ݰورہ,ṣuráh,n,"saltpeter (potassium nitrate), extracted and crystallized to make gunpowder",1,ݰُورار ویز ساوزین بوے۔,Gunpowder can be made from saltpeter.,
59,ݰوڑیݰپ,ṣoɫéṣp,n,glue,1,سِتھارو ݰوڑیݰپ درے اِیتُو ݯَکینیان۔,A sitar are joined together with glue.,
59,ݰوݰپ,ṣoṣp,n,"Chitrali halwa, made from flour of sprouted wheat mixed with ordinary wheat flour",1,توخمیرانوتے ݰوݰپ کورور۔,Make Chitrali halwa for my in-law.,
59,ݰوک,ṣok,n,path made in snow by walking repeatedly over it,1,راولیئین ݰوک بیتی شیر۔,A path has been trodden into the snow at Lowari Top.,
59,ݰوَےُ,ṣoy,adj,near,1,مہ دُور راہوتے ݰوے شیر۔,My house is near the road.,
59,ݰوئیک,ṣoeék,vi,"to approach, come near",1,ایغوتے ݰوئیے نِشور۔,Sit close to each other.,
59,ݰیغن,ṣéγun,n,liver,1,لیشپاے کُݰی ݰیغنو بوڑیتانی۔,They slaughtered an animal and roasted the liver.,
59,ݰیک,ṣek,n,"1) front skirt of shirt, (2) lap",1,مہ ݰیکو پَلوغ شینی۔,I have apples wrapped in the front part of my shirt.,
59,ݰیک,ṣek,n,"1) front skirt of shirt, (2) lap",2,پھُوک ڈَق مہ ݰیکہ نِشی اسور۔,The little boy is sitting on my lap.,
59,ݰئَیلی,ṣiéli,adj,beautiful,1,ہَنُون تو سَخت ݰِئیلی بیتی اسوس۔,Today you are looking very beautiful.,
59,ݰئَیلی,ṣiéli,adj,beautiful,2,ݰِئیلی رویو لو دی ݰِئیلی بوے۔,The words of a beautiful person are also beautiful.,
59,صبر,sábur,n,patience,1,صَبُر کَوریک بو مِشکل اِشناری۔,To be patient is a difficult thing.,
60,صحیح,sahí,adj,"correct, right",1,صَحیح لُو کیہ وت دی تونج نو بوے۔,Correct words are never lost.,
60,صحیح,sahí,adj,"correct, right",2,سوالو صحیح جوابو نو پراو۔,You didn't give the correct answer to the question.,
60,صفا,safá,adj,clean,1,ہمیشہ صفا زپ انجیلیک۔,One should always wear clean clothes.,
60,ضائع,zayá,adj,"wasted, damaged, lost",1,پایسان ضائع مو کورے۔,Don't waste your money!,
60,ضائع,zayá,adj,"wasted, damaged, lost",2,ٹھور بیتی توغو بازُو ضائع ہوے۔,When he/she fell down his/her arm was injured.,
60,عاشق,ašéq,n,lover,1,عاشق دوستو بچے تَن ژانو دی دوے۔,A lover will give even his life for his beloved.,
60,عجز,ajíz,adj,"humble, meek",1,ہیس بو عجِز ڈَق۔,He is a very meek boy.,
60,عزَت,izát,n,"honor, respect",1,مہ ژاو متے بو عزَت کویان۔,My son shows me much respect.,
60,عشق,išq,n,"love, passion",1,عشق ہر اِیوالو سُم کورین نو بوے۔,One cannot fall in love with everybody.,
60,عواض,iwáz,n,"exchange, trade",1,اوا ہیہ زمینو پایسو عِواضہ گَنی اسوم۔,I have bought this land in exchange for money.,
60,عواض,iwáz,n,"exchange, trade",2,مہ تو خمیران ریݰُؤو عواضہ لیشو مت پراے۔,My in-law gave me a cow in exchange for a bull.,
60,عورت,awrát,n,woman,1,عورَت انسانو زندگیو بو لوٹ مَلگیری۔,A woman is a great companion in a person's life.,
60,غایبانہ,γaybaná,n,work shirker (one who avoids work when not supervised),1,ہے مُزدور بو غایبانہ۔,That laborer is a great work shirker.,
61,غار,γar,n,cave,1,غارو بیکو بوسا؟,Can you go down into the cave?,
61,غاربیل,γarbél,n,wide-meshed sieve for grain,1,غاربیل ژوؤ صفا کویان۔,A sieve cleans grain.,
61,غاری,γarí,n,high pastures,1,گریݰپو وختہ غاریتو شَرُو بوے۔,In the summer it is cool in the high pastures.,
61,غاڑ,γáɫ,n; adj,"1) game (e.g. polo, hockey, football); (2) loose (e.g. screw)",1,اسپہ ہر انوس غاڑ کوسیان۔,We play hockey/polo every day.,
61,غاڑ,γáɫ,n; adj,"1) game (e.g. polo, hockey, football); (2) loose (e.g. screw)",2,مہ قَلمو بِل غاڑ بیتی شیر۔,The cap of my pen has become loose.,
61,غاڑوڅن,γaɫótsun,n,polo stick,1,برار مَتے غاڑوڅن انزیئی اسور۔,My brother has sent me a polo stick.,
61,غاوَغاو,γaʋγáʋ,n,"verbal fight, noisy quarrel, wrangling",1,عورتان کھیوتے غاوغاو کونیان؟,Why are the women quarreling noisily?,
61,غروَݱ,γroẓ,n,gravel,1,چھَتوتے غروݱ سیرینیان۔,They are carrying gravel to the pond.,
61,غروسک,γrosk,n,willow branches cut as fodder during the spring season when fodder is in short supply,1,لیشپاے غروسکان اویونی۔,The sheep and goats ate the willow branches.,
61,غݱیئک,γaẓéik,vt,1) to crawl on the skin and cause itching. (2) to go on a tour (e.g. of a government officer),1,پِلیلی مہ غݱیران۔,An ant is crawling on my skin and causing an itching sensation.,
61,غݱیئک,γaẓéik,vt,1) to crawl on the skin and cause itching. (2) to go on a tour (e.g. of a government officer),2,میتار تن مُلکھو مُوژی غَݱیران۔,The Mehtar is touring in his country.,
61,غلاموس,γalamús,n,"low-class person, uncultured person",1,غَلامُوس روے کوس عزتو ہوݰ نو کوے۔,An uncultured person does not know how to respect anyone.,
61,غوٹ,γoṭ,adj,"dumb (not able to speak), feeble- minded, mentally retarded",1,غوٹ رویو کارا نو دوے۔,A dumb person cannot hear.,
62,غوچو,γočú,n,"patch of hide, leather (of large animal)",1,کون بَخ بیکو غوچو دراوتانی۔,"When skin shoes got holes in them, they used to patch them with leather.",
62,غوݯھار,γoc̣hár,n,waterfall,1,غوݯھارا ہوست نگیکو سخت مزا کویان۔,When one washes his hands in a waterfall it is very enjoyable.,
62,غوڅیک,γotsík,vt,to clean grain (all stages),1,کیمیریان ژوؤ غوڅینیان۔,The women are cleaning grain.,
62,غوردومیک,γurdumík,vi,"to charge at someone in anger, ready to fight (ram, person)",1,دِشُول کوریکو سُو تان اوا توؤتے غوردومیتام۔,"As soon as he abused me, I charged at him ready to fight.",
62,غوردیئک,γurdéik,vt,to move (eggs) around (hen when sitting on eggs),1,کہاک ائیکُونان غُوردیران۔,The hen is moving her eggs around.,
62,غورژیر,γoržér,adv,three years ago,1,ہون گیک غورژیر اوشوے۔,The flood was three years ago.,
62,غوری,γorí,n,platter,1,پختیو غوریہ دیت۔,Put the rice in the platter.,
62,غوریر,γorér,n,"large earthen vessel, with round bottom and smaller neck",1,غوریرو شیتوُ کونیان۔,They are making buttermilk in an earthen pot.,
62,غوڑی,γoɫí,n,rabbit,1,غوڑیو پرُوشٹیو ڈیک اِسکُوردی بونی۔,A rabbit's front legs are short.,
62,غوز,γuúz,adj,"slow-moving, lazy",1,مہ ریݰُو سخت غُوز۔,My bull is very slow-moving.,
62,غوََزار,γuzár,n,"step, pace",1,لَش غُوزار لَکھے۔,Step slowly.,
62,غوش,γoš,n,free time,1,مہ تہ سُو لُوا ݯوکیکو غوش نو بویان۔,I won't have time to chat with you.,
63,غولوٹ,γolúṭ,n,"swallow, draught (of liquid)",1,اُݰاک اوغ جُو غولوٹ تان انسانوت څَت بوے۔,Two swallows of cold water are enough to satisfy a person.,
63,غون,γon,postposition,"1) like, similar to; (2) n outer cloth of a coat (or other garment), as opposed to the lining.",1,ژُور تن نَنو غون۔,The daughter is just like her mother.,
63,غیئارم,γeyárum,n,cooking/eating vessels/utensils,1,غیئارمان نگی نگوغو اف اُلاوے۔,Wash the dishes and throw out the dishwater.,
63,غیئارم,γeyárum,n,cooking/eating vessels/utensils,2,دُوروت غیئارُم کرینیمان۔,I am buying utensils for the house.,
63,غیچ,γeč,n,eye,1,غیچ بو نازُک اِشناری۔,The eye is a very delicate thing.,
63,غیچ,γeč,n,eye,2, اواتن ژاوو گیکوتے غیچ کومان۔,I am waiting for my son's arrival.,
63,غیچودیاک,γečodyák,n,dragonfly,1,غیچودیاکو چور وراُزن بونی۔,A dragonfly has four wings.,
63,غیردیک,γerdík,vi,"to move in a circular motion, revolve, rotate, turn",1,خورا غُیردوران۔,The water mill is turning.,
63,غیردیئک,γerdéik,vt,to cause to move in a circular motion,1,ڈق کرامیک لیشان غیردیران۔,The boy is driving the threshing animals around in circles.,
63,غیرغیر,γerγér,adj,walking around and around (as when not wanting to leave somewhere); (2) n small amount of grain and small stones left after cleaning grain,1,مہ پھُوک ژاو نَنوتے غیرغیر بیتی بیہچی اسور۔,My little son doesn't want to leave his mother.,
63,غیرغیر,γerγér,adj,walking around and around (as when not wanting to leave somewhere); (2) n small amount of grain and small stones left after cleaning grain,2,ژوؤ غوڅی غیرغیران اف اُلاوے۔َ,Clean the grain and throw the remaining few grains and stones out.,
63,غیرنانو,γernánu,n,whirlpool,1,صندوق غیرنانا غیرُدوران۔,The box is revolving in the whirlpool.,
63,غیرناغیر,γernaγér,adj,"turning again and again, zigzag",1,راولیتو پون غیرناغیر کوری شیر۔,On Lowari Pass the road has been made with many turns.,
64,غیڑیئک,γeɫéik,vt,"1) to curl hair (artificially), (2) to swirl (e.g. a piece of salt in tea to make it salty), (3) to look around/through/over things and select something that pleases one",1,کُومورو پھُران غیڑیئی اسور۔,The girl has curled her hair.,
64,غیڑیئک,γeɫéik,vt,"1) to curl hair (artificially), (2) to swirl (e.g. a piece of salt in tea to make it salty), (3) to look around/through/over things and select something that pleases one",2,تروپو چایو غیڑاوے۔,Swirl the salt in the tea.,
64,غیڑیئک,γeɫéik,vt,"1) to curl hair (artificially), (2) to swirl (e.g. a piece of salt in tea to make it salty), (3) to look around/through/over things and select something that pleases one",3,ہمی قلَمان موژی غیڑیئی گانے۔,Look over these pens and select one you like.,
64,غیژی,γéži,adj,alone,1,غیژی بیکو بوسا؟,Can you go alone?,
64,غیسار,γésar,n,row of flat stones or planks placed on top of a mud wall to protect it from rain,1,کَچا کَھانجو سوری غیسار غیریئک بو ضروری۔,It is very necessary to place a row of stones or planks on top of a mud wall.,
64,غیئک,γéik,vt,"to utilize, exploit (person); to use (thing)",1,غوٹو مُخت غیران۔,He/she is getting a lot of work from the mentally retarded person without payment.,
64,فاندَیک,fan dik,vt,to deceive,1,تو اِنگار چَنگاو مہ فان دوسان۔,You are just lying and deceiving me.,
64,فایدہ,faydá,n,benefit,1,تعلیم سَفانتے فایدہ تاریئی شیر۔,Education has benefited everyone.,
64,فرَاخ,frax,adj,"open, loose",1,فراخ پِیران تہ سُو جَم نایوران۔,A loose shirt suits you.,
64,فرنگی,farangí,n,"foreigner (European); (2) adj flowered, printed (of cloth)",1,عورتان فرنگی زپ انجونی۔,Women wear flowered clothes.,
64,فرٹ,fruṭ,adj,"brittle, not flexible",1,فرٹ دار کھیوتے گون نو بوے۔,Brittle wood can't be used for the handle for anything.,
